09:43:45,1
09:43:45,1
09:43:45,1
09:43:46,1
09:43:46,1
09:43:46,1
09:43:46,1
09:43:46,1
09:43:46,1
09:43:46,1
09:43:47,1
09:43:47,1
09:43:47,1
09:43:47,1
09:43:47,1
09:43:47,1
09:43:47,1
09:43:47,1
09:43:47,1
09:43:48,1
09:43:48,1
09:43:48,1
09:43:48,1
09:43:48,1
09:43:48,1
09:43:48,1
09:43:48,1
09:43:48,1
09:43:48,1
09:43:49,1
09:43:49,1
09:43:49,1
09:43:49,1
09:43:49,1
09:43:49,1
09:43:49,1
09:43:49,1
09:43:49,1
09:43:49,1
09:43:49,1
09:43:50,1
09:43:50,1
09:43:50,1
09:43:50,1
09:43:50,1
09:43:50,1
09:43:50,1
09:43:50,1
09:43:50,1
09:43:50,1
09:43:51,1
09:43:51,1
09:43:51,1
09:43:51,1
09:43:51,1
09:43:51,1
09:43:51,1
09:43:51,1
09:43:51,1
09:43:51,1
09:43:51,1
09:43:52,1
09:43:52,1
09:43:52,0
09:43:52,0
09:43:52,0
09:43:52,0
09:43:52,0
09:43:52,0
09:43:52,0
09:43:53,0
09:43:53,0
09:43:53,0
09:43:53,0
09:43:53,0
09:43:53,0
09:43:53,0
09:43:53,0
09:43:53,0
09:43:53,0
09:43:53,0
09:43:54,0
09:43:54,1
09:43:54,1
09:43:54,0
09:43:54,1
09:43:54,1
09:43:54,1
09:43:54,1
09:43:54,1
09:43:54,1
09:43:55,1
09:43:55,1
09:43:55,1
09:43:55,1
09:43:55,1
09:43:55,1
09:43:55,1
09:43:55,1
09:43:55,1
09:43:55,1
09:43:56,1
09:43:56,1
09:43:56,1
09:43:56,1
09:43:56,1
09:43:56,1
09:43:56,1
09:43:56,1
09:43:56,1
09:43:56,1
09:43:57,1
09:43:57,1
09:43:57,1
10:33:22,1
10:33:22,1
10:33:22,1
10:33:22,1
10:33:22,1
10:33:22,1
10:33:23,1
10:33:23,1
10:33:23,1
10:33:23,1
10:33:23,1
10:33:23,1
10:33:23,1
10:33:24,1
10:33:24,1
10:33:24,1
10:33:24,1
10:33:24,1
10:33:24,1
10:33:24,1
10:33:25,1
10:33:25,1
10:33:25,1
10:33:25,1
10:33:25,1
10:33:25,1
10:33:26,1
10:33:26,1
10:33:26,1
10:33:26,1
10:33:26,1
10:33:26,1
10:33:27,1
10:33:27,1
10:33:27,1
